index,type,smiles
9175,CARBONYL,Cc1ccc(S(=O)(=O)n2ccc3c(Cl)c(C=O)cnc32)cc1
9176,CARBONYL,COc1cc(C=O)ccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
9177,CARBONYL,O=CC(C(=O)c1ccccc1)=C(SCc1ccccc1)SCc1ccccc1
9178,CARBONYL,CCCCC[C@@H]1CCC[C@]23CCC[C@H](ON12)[C@H]3C=O
9179,CARBONYL,CC1(C)OC[C@H]2O[C@@H]3[C@@H](COCc4ccccc4)[C@@H]3C(=O)[C@@H]2O1
9180,CARBONYL,O=CC1Cc2cc(Br)cc(Cl)c2O1
9181,CARBONYL,COc1cc(C=O)c(-c2ccccc2)c(OC)c1OC
9182,YLIDE,CCN1C(=CC(=O)C=P(c2ccccc2)(c2ccccc2)c2ccccc2)C(C)(C)c2ccccc21
9183,YLIDE,COc1ccc(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1OC
9184,CARBONYL,Cc1cc(C=O)n(C(=O)OC(C)(C)C)c1
9185,CARBONYL,CCOC(=O)CCCOc1ccc(C=O)cc1
9186,CARBONYL,O=CCCCCBr
9187,CARBONYL,CC(C)(C)OC(=O)C[C@@]1(CCC=O)C(=O)N(C(=O)OC(C)(C)C)c2ccccc21
9188,CARBONYL,C=C(C)c1coc([Si](C)(C)C(C)(C)C)c1C=O
9189,CARBONYL,COc1ccc(COC/C=C(\C)C[C@@H](C[C@@H](C=O)OCc2ccc(OC)cc2)OCc2ccccc2)cc1
9190,CARBONYL,COc1cc2c(cc1OC)CN(c1ccccc1C=O)CC2
9191,CARBONYL,O=Cc1cc([N+](=O)[O-])ccc1N1CCOCCOCCOCCOCC1
9192,YLIDE,Brc1ccc(-n2cccc2C=P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1
9193,CARBONYL,CC(=O)CCCCCC(C)=O
9194,CARBONYL,O=CCCC1(c2ccccc2)C(=O)CCCC1=O
9195,CARBONYL,O=Cc1c(F)cc(N2CCC(F)(F)C2)cc1F
9196,PHOSPHINE,c1ccc(P2CCCCC2)cc1
9197,CARBONYL,Cc1ccc(C=O)c(Cl)n1
9198,CARBONYL,N#Cc1ccc2c(c1)CCCC2=O
9199,CARBONYL,O=C/C=C/S(F)(F)(F)(F)F
9200,CARBONYL,C/C=C\C1(C)CCCC(=O)C1
9201,YLIDE,CCCOc1ccc2c(c1)C(=P(c1ccccc1)(c1ccccc1)c1ccccc1)c1cc([N+](=O)[O-])ccc1-2
9202,CARBONYL,CCOC(=O)/C=C/C(C)(C)C=O
9203,CARBONYL,C[C@H]1CC[C@@]2(C)C(=O)CCC[C@@H]2[C@@]1(C)CCO
9204,CARBONYL,Cn1ccc2cccc(C=O)c21
9205,CARBONYL,[N-]=[N+]=NCCC/C=C\CCC=O
9206,CARBONYL,Cc1ccc(S(=O)(=O)NCC=O)cc1
9207,CARBONYL,CC(=O)/C=C/c1ccc([N+](=O)[O-])cc1
9208,CARBONYL,O=CCCCCCCCCCBr
9209,YLIDE,Cc1ncc(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)nc1C
9210,CARBONYL,CC1(C)OC[C@H]([C@H](Cl)[C@@](C)(Cl)C=O)O1
9211,CARBONYL,O=Cc1ccccc1CCBr
9212,CARBONYL,O=Cc1ccccc1C(F)(F)F
9213,CARBONYL,O=CC[C@H]1[C@@H]([N+](=O)[O-])[C@H](c2cccc(Cl)c2)[C@]2(C(=O)Nc3cc(Cl)ccc32)N1CC1CC1
9214,YLIDE,O=C1N[C@H]2[C@H](CS[C@H]2CCCCC(=O)OCCCCCCCCCOC(=O)C=P(c2ccccc2)(c2ccccc2)c2ccccc2)N1
9215,CARBONYL,CC(C)(C)OC(=O)N1Cc2ccccc2CC1C=O
9216,CARBONYL,C[C@@H](CCC=O)CCOC(=O)C(C)(C)C
9217,CARBONYL,CC(C)=CCC/C(C)=C/CCC(=O)c1cc2cc(OC(F)(F)F)c(OC(F)(F)F)cc2o1
9218,CARBONYL,CCCCCCCC[C@@H](C=O)[C@@H](c1ccc(F)cc1)[C@@H](C)[N+](=O)[O-]
9219,CARBONYL,O=Cc1ccc2ccccc2c1
9220,CARBONYL,CCC(CCO)C(=O)c1ccccc1
9221,CARBONYL,O=CCN1CCN(C(c2ccccc2)c2ccccc2)CC1
9222,CARBONYL,C#Cc1cc(F)ccc1C=O
9223,CARBONYL,CO[C@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2C(=O)[C@H]1OC(=O)C(C)(C)C
9224,CARBONYL,COc1ccc([C@H]2CC[C@H](C=O)CC2)c(F)c1F
9225,CARBONYL,COc1cc(F)c(C=O)cc1O
9226,CARBONYL,C=Cc1ccc(OCc2ccccc2)cc1OCC(=O)c1ccc(OC)cc1
9227,YLIDE,FC(F)(F)CCCC=P(c1ccccc1)(c1ccccc1)c1ccccc1
9228,CARBONYL,CC/C=C\C[C@@H]1O[C@H]1/C=C/C=C/C=O
9229,CARBONYL,COC(=O)/C(C)=C/C=C/C(C)=C/C=O
9230,CARBONYL,O=Cc1cc(Br)cc(Br)c1O
9231,CARBONYL,CCCC(C)(C)C=O
9232,CARBONYL,Cc1cccc(C(C)[C@@H](/C=C/[C@@H]2[C@@H]3[C@H](C[C@H]2O[Si](C)(C)C(C)(C)C)OC(=O)C3(F)F)O[Si](C)(C)C(C)(C)C)c1
9233,CARBONYL,CCCCc1ccc(/C=C(\CC)C(=O)c2c(O)cc(C(C)CCC=O)oc2=O)s1
9234,CARBONYL,CC(=O)O[C@@H](C)/C=C\C(=O)N[C@@H]1[C@H](C)O[C@H](C/C=C(\C)C=O)O[C@@H]1C
9235,CARBONYL,O=Cc1cnn2c(NC3CC3)cc(Nc3cc(Cl)ccc3F)nc12
9236,CARBONYL,O=CCCCCCCCCC1CO1
9237,CARBONYL,C[C@]12CCC3(C[C@@H]1C(=O)C[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CCC21OCCO1)OCCO3
9238,CARBONYL,O=Cc1cc(Br)ccc1C#Cc1ccccc1
9239,CARBONYL,CC[C@@H](C=O)[C@@H](O)C#C[Si](CC)(CC)CC
9240,CARBONYL,CC1=C[C@H](CC=O)[C@H](c2onc(C)c2[N+](=O)[O-])[C@@H](c2cc(Br)cc(Br)c2)C1
9241,CARBONYL,CCC(=O)CCC=O
9242,CARBONYL,CC(C)[C@@H](C=O)n1cccc1
9243,CARBONYL,O=CC(OCc1ccccc1)C1CCCCC1
9244,CARBONYL,C/C(Br)=C(\C=O)c1ccccc1
9245,CARBONYL,COc1ccc(C(=O)/C=C/C[C@H](CC=O)c2ccccc2)cc1
9246,CARBONYL,COc1cc(C)cc(C#CC2CC2)c1CCC(C)=O
9247,CARBONYL,Cc1cc(NS(C)(=O)=O)ccc1-c1c(-c2ccc(-n3ccnc3C)s2)csc1C=O
9248,CARBONYL,O=Cc1ccc(OC(F)F)cc1
9249,YLIDE,CCOP(=O)(Cc1ccc(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1)OCC
9250,CARBONYL,O=Cc1cc(C(=O)OCc2ccccc2)n(Cc2ccccc2)c1C#CC(CO)(c1ccccc1)c1ccccc1
9251,CARBONYL,CCCCCCCCOc1ccc(C=O)cc1
9252,CARBONYL,CC(C)(C)OC(=O)N1CCC[C@@H]1C=O
9253,CARBONYL,C[C@H](COCc1ccccc1)[C@H](CC[C@@H](C)C=O)O[Si](C)(C)C(C)(C)C
9254,CARBONYL,Cc1ncc(C=O)[nH]1
9255,CARBONYL,C[C@H]1CC(c2ccncc2[N+](=O)[O-])=C[C@@H](O[Si](C)(C)C(C)(C)C)[C@@]1(O)C=O
9256,YLIDE,C(c1ncccn1)=P(c1ccccc1)(c1ccccc1)c1ccccc1
9257,CARBONYL,Cc1ccc(Cn2nc(C=O)cc2C)cc1
9258,YLIDE,CC(C)CCCCCCCCCCCC=P(c1ccccc1)(c1ccccc1)c1ccccc1
9259,CARBONYL,COC(=O)C1=C(C=O)C=CC(/C=C/c2ccc([N+](=O)[O-])cc2)=C2C=C(C(C)C)C=CC(C)=C21
9260,CARBONYL,COc1ccc(C#Cc2ccc(OC)cc2C=O)cc1
9261,CARBONYL,C[C@]12CCC3(C[C@@H]1C(=O)C[C@@H]1[C@@H]2C(F)C[C@@]2(C)[C@H]1CCC21OCCO1)OCCO3
9262,CARBONYL,O=C1Nc2cccc(Cl)c2C1=O
9263,CARBONYL,Cc1ccc2c(c1)[C@@H]([C@@H](C)CCC=O)CC[C@@H]2C
9264,CARBONYL,O=C1Nc2ccccc2C1=O
9265,CARBONYL,C=C(C)c1c(C=O)ccn1Cc1cc(OC)c(OC)c(OC)c1I
9266,CARBONYL,CCOC(=O)c1ccc(CCC(C)=O)cc1
9267,CARBONYL,COC(=O)[C@H](CCC=O)N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C
9268,CARBONYL,O=C(O)c1ccccc1C(=O)CCc1ccccc1
9269,CARBONYL,CC(C)(C)[Si](OC(CCC=O)CCOCc1ccccc1)(c1ccccc1)c1ccccc1
9270,CARBONYL,C/C(=C\CCc1ccccc1)CC[C@@H]1O[C@@]1(C)C=O
9271,CARBONYL,C=C1CC[C@@H]2C[C@@H]3[C@H]1CC[C@@]31C[C@@]21C=O
9272,CARBONYL,CCCC(=O)c1c(C)nn2c(-c3ccc(Cl)cc3Cl)c(C)oc12
9273,CARBONYL,COC(=O)C[C@]1(C)C[C@@](C)(CCCCCCCCC=O)OO1
9274,CARBONYL,O=C/C=C(/Cc1ccccc1)C1CC1
9275,CARBONYL,C=C(c1ccccc1)C1(C)CCC(=O)C1
9276,CARBONYL,O=Cc1ccc(-n2cncn2)cc1
9277,YLIDE,N#Cc1cccc(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)c1
9278,CARBONYL,CC(C)(C=O)[C@H]1C[C@H](O)C(=O)O1
9279,CARBONYL,CC(=O)c1ccccc1[N+](=O)[O-]
9280,YLIDE,CC(=CCOCc1ccccc1)CCC=P(c1ccccc1)(c1ccccc1)c1ccccc1
9281,CARBONYL,CCC[C@H]1CC[C@H](C=O)CC1
9282,YLIDE,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1
9283,CARBONYL,CCOC(=O)[C@@H]1Oc2ccc(C)cc2[C@@H](CC=O)[C@@]12C(=O)N(C(=O)OC(C)(C)C)c1ccc(F)cc12
9284,CARBONYL,COC(=O)CC1CCC(=O)C1CC=O
9285,YLIDE,O=[N+]([O-])c1cccc(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)c1
9286,CARBONYL,COc1cc(Cl)ccc1-n1ccc(C=O)c1-c1ccc(C(N)=O)cc1C
9287,CARBONYL,CCCCCCC[C@@H](C=O)[C@H](NC(=O)OC(C)(C)C)C(=O)OCC
9288,CARBONYL,COc1ccc(N2C(=O)[C@@H](Oc3ccccc3)[C@H]2C=O)cc1
9289,CARBONYL,O=C1CCCC1
9290,CARBONYL,CC(C)(C)OC(=O)NC1CCC(=O)CC1
9291,CARBONYL,Cc1ccc([C@@]2(CCC=O)C(=O)N(C(=O)OC(C)(C)C)c3ccccc32)cc1
9292,CARBONYL,COc1ccc(-c2cc3cc(C=O)ccc3oc2=O)cc1
9293,CARBONYL,COc1ccc2c(c1OC)C(=O)C2
9294,YLIDE,COC(=O)c1cccc(Br)c1C=P(c1ccccc1)(c1ccccc1)c1ccccc1
9295,CARBONYL,CO[C@@H](C=O)[C@@H](O[Si](C)(C)C(C)(C)C)[C@H](C)[C@@H](O[Si](C)(C)C(C)(C)C)[C@@H](C)/C=C/I
9296,CARBONYL,CC[Si](CC)(CC)O[C@H]1C[C@@H]2CC[C@H](OC(C)(C)C)[C@@]2(C)C[C@H]1[C@H](C)CC/C=C(\C)CCC=O
9297,YLIDE,COc1ccc(C)n2nc(C=P(c3ccccc3)(c3ccccc3)c3ccccc3)nc12
9298,CARBONYL,O=C1c2ccccc2C2(CC2c2ccc(Br)cc2)c2ccccc21
9299,CARBONYL,COc1ccc2c(c1)cc(C=O)n2C
9300,CARBONYL,COC(=O)c1ccc(C#CC#CC2CC(=O)C2)cc1
9301,YLIDE,C[C@@H]1CC(C)(C)N=C(C(F)=P(c2ccccc2)(c2ccccc2)c2ccccc2)O1
9302,CARBONYL,C#CCCCCCCCC=O
9303,CARBONYL,COC(=O)c1cccc(-c2cccc(C=O)c2)c1
9304,CARBONYL,Cc1ccc(S(=O)(=O)N2CCC[C@@H]2C=O)cc1
9305,CARBONYL,O=Cc1ccc(-c2ccccc2)cc1Cl
9306,CARBONYL,O=C(c1ccccc1)c1ccccc1Cl
9307,CARBONYL,COc1ccc2c(c1)cc(C=O)c1ccc(OC)c(OC)c12
9308,CARBONYL,CCOC(=O)CCCCCOc1cc(C=O)cc(OCCCCCC(=O)OCC)c1
9309,CARBONYL,COc1cc(C=O)c(OC)c2c1OCO2
9310,CARBONYL,COc1cc2oc(C(=O)c3cc(OC)c(OC)c(OC)c3)c(C)c2cc1-c1ccccc1
9311,CARBONYL,O=Cc1cnn(Cc2ccccc2)c1
9312,CARBONYL,O=Cc1ccc(Oc2ccc(C(F)(F)F)cn2)c(F)c1
9313,CARBONYL,COC(=O)C1(C(=O)OC)C[C@@H]1C(=O)C[C@@H]1C[C@@H](C)CC(O[Si](C)(C)C(C)(C)C)=C1CCC#N
9314,CARBONYL,O=C1C(=O)N(Cc2ccccc2)c2cc(Br)ccc21
9315,CARBONYL,O=Cc1cc2ccc(Cl)cc2nc1Cl
9316,CARBONYL,C=CC(C)(C)Oc1ccc(C=O)c(O)c1
9317,CARBONYL,C[C@@H](C=O)[C@H](CCCCCCCCOCc1ccccc1)O[Si](C)(C)C(C)(C)C
9318,CARBONYL,C[C@@]1(O)CC[C@@]2(CO)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1
9319,CARBONYL,O=C(C#Cc1ccc(Cl)cc1)c1ccccn1
9320,CARBONYL,O=C1c2ccccc2CCC1Oc1cccc2ccccc12
9321,CARBONYL,CC1(C)O[C@@H](CN(Cc2ccccc2)C(=O)OCc2ccccc2)[C@@H](C(=O)CO[Si](C)(C)C(C)(C)C)O1
9322,YLIDE,O=C(C=P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccc(-c2ccccc2)cc1
9323,YLIDE,CCCCCCCCc1ccc(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1
9324,CARBONYL,O=Cc1ccc(N(c2ccccc2)c2ccc(C=O)cc2)cc1
9325,CARBONYL,C#CCOc1c(C)cccc1C=O
9326,CARBONYL,C[C@@]12CC=CCC[C@@]1(O[Si](C)(C)C)C(=O)CCC2
9327,CARBONYL,O=C(Cn1ccnc1)c1ccc([N+](=O)[O-])cc1
9328,YLIDE,CCOC(=O)CCCCC=P(c1ccccc1)(c1ccccc1)c1ccccc1
9329,CARBONYL,CC[C@@H](CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)[C@@H](OCc1ccc(OC)cc1)[C@@H](C)C=O
9330,YLIDE,C(c1cc2cc3ccccc3cc2s1)=P(c1ccccc1)(c1ccccc1)c1ccccc1
9331,YLIDE,CC(c1nc2c(C)ncc(C)n2n1)=P(c1ccccc1)(c1ccccc1)c1ccccc1
9332,CARBONYL,C/C1=C/CC[C@@H](O[Si](C)(C)C(C)(C)C)[C@@H](CO[Si](C)(C)C(C)(C)C)O[C@@H](C=O)C1
9333,YLIDE,Brc1c(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)ccc2ccccc12
9334,CARBONYL,O=C1CC[C@H]2C[C@@H](C3CCC4(CC3)OCCO4)CC[C@@H]2C1
9335,CARBONYL,CC(=O)C1CCCCN1C(=O)OC(C)(C)C
9336,CARBONYL,COC(=O)[C@@H](C(C)=O)[C@@H](CC=O)C(OC)OC
9337,YLIDE,C(c1ccc(OCc2ccccc2)c(OCc2ccccc2)c1)=P(c1ccccc1)(c1ccccc1)c1ccccc1
9338,CARBONYL,O=Cc1ccc(-n2ccnc2)cc1
9339,CARBONYL,COc1cc(C=O)oc(=O)c1
9340,CARBONYL,CC1(C)c2ccccc2-c2ccc(-c3ccc4c(c3)C(C)(C)c3cc(-c5ccc6ccc(-c7cc8c(cc7C=O)C(C)(C)c7ccccc7-8)cc6c5)ccc3-4)cc21
9341,CARBONYL,O=CC1=C(Br)CCCCC1
9342,CARBONYL,CC(C)(C)OC(=O)N1CCC[C@H](N(Cc2ccccc2)Cc2ccccc2)[C@@H]1CC=O
9343,CARBONYL,Cc1c([N+](=O)[O-])cc(C2CC2)c(O)c1C=O
9344,CARBONYL,C[C@H](CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)C[C@@H](C)C=O
9345,CARBONYL,O=CCCC1CCOC1
9346,CARBONYL,O=CC1OC1CCCCCCCC(=O)O
9347,CARBONYL,CC(=O)CNC(=O)C(F)(F)F
9348,CARBONYL,CC1=CCC(CC=O)C1(C)C
9349,CARBONYL,O=Cc1cn[nH]c1
9350,YLIDE,CC(C(=O)OCc1ccc(Cl)cc1)=P(c1ccccc1)(c1ccccc1)c1ccccc1
9351,CARBONYL,CC(C)(C)OC(=O)N1C(=O)CCC1=O
9352,CARBONYL,C[C@@H](C=O)[C@@H](O)/C=C/[Si](C)(C)Cc1ccccc1
9353,CARBONYL,CC(C)(C)OC(=O)N1C(=O)[C@]2(c3ccccc31)[C@H](CC=O)c1cc(Br)ccc1O[C@H]2c1ccccc1
9354,CARBONYL,COc1cc(C=O)c(-c2c(C3OCCO3)cc(OC)c(OC)c2OC)c(OC)c1OC
9355,CARBONYL,CC1(C=O)CCC1
9356,CARBONYL,O=C1C[C@@H](C(=O)Nc2ccc(Oc3ccc(F)cc3)cc2)N(C(=O)Cn2cncn2)C1
9357,CARBONYL,Cn1c(C#Cc2ccccc2C=O)cc2ccccc21
9358,CARBONYL,O=Cc1cc(Cl)ccc1C(=O)c1cccc2ccccc12
9359,YLIDE,O=C(C=P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccc(OC2CCCCO2)cc1
9360,CARBONYL,O=CC[C@H]1CC[C@H](CCOC(c2ccccc2)(c2ccccc2)c2ccccc2)N1C(=O)OCc1ccccc1
9361,CARBONYL,COC(=O)c1cc(Cl)c(OC2CCC(=O)CC2)cc1F
9362,CARBONYL,CC(C)(C)[Si](C)(C)Oc1ccc(/C=C/C=O)cc1
9363,CARBONYL,COC(=O)c1csc(C(=O)CCN2CCOCC2)c1C
9364,CARBONYL,COCOC(C=O)C[C@H]1C[C@@H](n2cnc3c(N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)ncnc32)[C@@H]2OC(C)(C)O[C@H]12
9365,CARBONYL,CCSc1ncccc1C(=O)c1ccc2c(c1)OCO2
9366,CARBONYL,O=C(c1ccccc1)[C@@H]1C[C@H]1c1ccccc1
9367,CARBONYL,CC(C)(C)[Si](C)(C)OC12CC3CC(C1)C(Nc1c(C=O)cnc4c1ccn4COCC[Si](C)(C)C)C(C3)C2
9368,CARBONYL,COC(=O)c1ccc(F)c(-c2c(F)cc(C=O)cc2F)n1
9369,CARBONYL,CCOc1c(Br)cc(C=O)cc1OCc1ccc(Cl)cc1Cl
9370,CARBONYL,COc1cc(C=O)cc2c1OCCO2
9371,CARBONYL,C=CCN(c1ccccc1)c1oc2c(Cl)cccc2c(=O)c1C=O
9372,YLIDE,CC(=O)Oc1ccc(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1
9373,CARBONYL,C=CCCCC=O
9374,CARBONYL,CCOC(=O)CCC1CCCCC1=O
9375,CARBONYL,CC(C)(C)[Si](OCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC=O)(c1ccccc1)c1ccccc1
9376,CARBONYL,COc1nc(C(=O)c2ccc(SC)cc2)ccc1C
9377,CARBONYL,O=C[C@H]1C[C@H]2C=C[C@@H]1CC2
9378,CARBONYL,CC[C@H](O)[C@H](C=O)CO[Si](C)(C)C(C)(C)C
9379,CARBONYL,O=Cc1cc(Cl)ccc1Cl
9380,YLIDE,CCCCCCCCCCCCCCC=P(c1ccccc1)(c1ccccc1)c1ccccc1
9381,CARBONYL,COc1ccccc1C(=O)CCC=C(C)C
9382,CARBONYL,COc1ccc(S(=O)(=O)N2CCc3cc(C=O)cc(I)c32)cc1
9383,CARBONYL,CC(C)(C)OC(=O)N1C[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H]1C=O
9384,CARBONYL,CSC(SC)=C(C=O)C(=O)c1ccc(C)cc1
9385,CARBONYL,Cc1nnc(C(=O)c2cccc(OCc3ccccc3)n2)o1
9386,CARBONYL,COC(=O)C1(C(=O)OC)c2[nH]c3ccccc3c2C2C(=O)C1CCN2C(=O)OC(C)(C)C
9387,CARBONYL,CC(=O)c1ccccc1C=O
9388,CARBONYL,CC(C)(C)[Si](C)(C)OCC1CCN(c2ccc(C=O)cc2)CC1
9389,CARBONYL,O=C1CC2(OCCO2)C(Cl)=C1Cl
9390,CARBONYL,CC(C)(C)OC(=O)N1CCCC[C@@H]1[C@H](C=O)c1ccccc1
9391,CARBONYL,O=C1CCc2cccc(NCc3ccccc3)c2C1
9392,CARBONYL,C=CC[C@](C=O)(CC)c1cc2ccccc2[nH]1
9393,YLIDE,CCCCCCCCCCCCC#CCCC=P(c1ccccc1)(c1ccccc1)c1ccccc1
9394,CARBONYL,Cc1ccc(-c2ccccc2C=O)cc1
9395,CARBONYL,CC(C)C1CCC(=O)CC1
9396,YLIDE,COC(=O)CCCCCCC=P(c1ccccc1)(c1ccccc1)c1ccccc1
9397,CARBONYL,O=Cc1nc(N2CCCC2)nn1-c1ccccc1
9398,CARBONYL,CC(C)(C)[Si](C)(C)OC[C@@H](CC=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O[Si](C)(C)C(C)(C)C)CC[C@]4(C)[C@H]3CC[C@]12C
9399,CARBONYL,O=CC1=CSC(=C2SC=CS2)S1
9400,YLIDE,C=CCCCCC=P(c1ccccc1)(c1ccccc1)c1ccccc1
9401,CARBONYL,CC(C)(C)[Si](C)(C)OCc1cc(Cl)c(Cl)cc1C=O
9402,CARBONYL,CCCCC/C=C/C=C/C=C/C=C/C=C/C=O
9403,CARBONYL,O=CC1(C#Cc2ccccc2)CCCC1
9404,CARBONYL,O=C[C@H]1O[C@@H]1COCc1ccccc1
9405,CARBONYL,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1C=O
9406,CARBONYL,COC(=O)[C@H]1CC[C@H](C=O)CC1
9407,CARBONYL,COc1ccc(Br)c(C#CCOCC#CC=O)c1
9408,CARBONYL,CCOc1ccc(Br)c(C=O)c1
9409,CARBONYL,O=CC#Cc1ccc(Br)cc1
9410,CARBONYL,CCC1(C=O)CCC(O[Si](C)(C)C)=CC1OC
9411,CARBONYL,O=Cc1cccc(F)c1OCc1ccccc1
9412,CARBONYL,COCc1c(-c2nc(-c3ccc(C=O)cc3)no2)cnn1C1CCCCC1
9413,CARBONYL,CC(=O)c1cc(F)ccc1O
9414,CARBONYL,O=Cc1ccnc2ccccc12
9415,CARBONYL,CCOC(=O)CCC(=O)c1ccc(Br)cc1
9416,CARBONYL,CCOc1ccc(C2=CCC(C3CCC(=O)CC3)CC2)c(F)c1F
9417,CARBONYL,CSc1ncc(C=O)c(NC2CC2)n1
9418,CARBONYL,CC1(C)O[C@H]([C@@H](O)CBr)[C@H](C=O)O1
9419,CARBONYL,Cn1nccc1C=O
9420,CARBONYL,COCCOc1ccc2c(c1)C(=O)c1cc(OCCOC)ccc1-2
9421,CARBONYL,COC(=O)CCC(=O)C#C[Si](C)(C)C
9422,YLIDE,C=CC1CCC(C=P(c2ccccc2)(c2ccccc2)c2ccccc2)CC1
9423,CARBONYL,C[C@H](C[C@H](O[Si](C)(C)C(C)(C)C)[C@@H](C=O)O[Si](C)(C)C(C)(C)C)O[Si](C)(C)C(C)(C)C
9424,CARBONYL,Cc1ccc(S(=O)(=O)n2ccc3c(C(=O)c4nc5ccc(C#N)cc5n4COCC[Si](C)(C)C)c(C)cc(C)c32)cc1
9425,CARBONYL,COc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1C=O
9426,CARBONYL,CC(C)(C=O)Cc1ccccc1
9427,CARBONYL,CCC(=C=CC(C)(C)C=O)CC
9428,CARBONYL,COc1ccc(COCCCCC=O)cc1
9429,CARBONYL,O=C(c1cccc(NC(=O)C(F)(F)F)c1)C1CCCCC1
9430,CARBONYL,O=CC[C@H](C[N+](=O)[O-])c1ccc([N+](=O)[O-])cc1
9431,CARBONYL,O=Cc1ccc(Oc2ccccc2)cc1
9432,CARBONYL,C=CCOC(=O)[C@H]([C@H](O)c1ccco1)[C@@](C)(C=C)CCC=O
9433,CARBONYL,C[C@@H](C=O)Oc1c(F)cc(Br)cc1F
9434,CARBONYL,CC(C)(C)[Si](OCCCCCCCOCC(COCCCCCCCCC=O)O[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)(c1ccccc1)c1ccccc1
9435,CARBONYL,CCC[C@H](C[C@H]1O[C@@H]1C=O)O[Si](c1ccccc1)(c1ccccc1)C(C)(C)C
9436,CARBONYL,O=Cc1ncc(-c2ccccc2)[nH]1
9437,CARBONYL,COc1ccc(Cl)c2c1CCCC2=O
9438,CARBONYL,O=CCCC/C=C/C(=O)CCc1cccc(Cl)c1
9439,CARBONYL,CSc1nc(C)c(-c2nc3c(C)nccc3s2)c(N[C@@H]2C[C@H](C=O)[C@H]3OC(C)(C)O[C@H]32)n1
9440,YLIDE,CC(C)(C)[Si](C)(C)OCCCCCCC=P(c1ccccc1)(c1ccccc1)c1ccccc1
9441,CARBONYL,O=Cc1ccc(C2(C(F)(F)F)N=N2)cc1O
9442,CARBONYL,CC(=O)O[C@]1(C)CCC2C(C)(C)CCC[C@]2(C)[C@H]1CC=O
9443,CARBONYL,O=Cc1ccc(OCc2ccccc2)cc1O
9444,CARBONYL,CCCCCCC[C@H]1C[C@@H]1C=O
9445,CARBONYL,COc1cc(C=O)c(OC)c(C(C)C)c1OC
9446,CARBONYL,CC(C)(C)OC(=O)NC1CC(=O)C1
9447,YLIDE,C(c1cccc2c1ccc1ccccc12)=P(c1ccccc1)(c1ccccc1)c1ccccc1
9448,CARBONYL,Cc1ccc(Br)cc1C=O
9449,CARBONYL,CCSc1cnccc1C(=O)c1cccs1
9450,YLIDE,CC(C)(C)[Si](C)(C)OC1=CC(=P(c2ccccc2)(c2ccccc2)c2ccccc2)CCC1
9451,CARBONYL,O=Cc1cccc2c1oc1ccccc12
9452,CARBONYL,Cc1ccccc1C(=O)c1ccccc1
9453,CARBONYL,CCCCCCCC[C@@H](C=O)[C@@H](c1ccccc1)[C@@H](C)[N+](=O)[O-]
9454,CARBONYL,C=CC[C@@]1(C)O[C@@H](CCCO[Si](C(C)C)(C(C)C)C(C)C)[C@@H](C)C[C@@H]1O[C@@H](C=O)CC#N
9455,CARBONYL,O=Cc1c[nH]c2ccc([N+](=O)[O-])cc12
9456,YLIDE,O=C1OC(=P(c2ccccc2)(c2ccccc2)c2ccccc2)c2c(Br)cccc21
9457,CARBONYL,COc1cc(OCCCN(C)[C@H]2CC[C@H](OC(=O)C(O)(c3cccs3)c3cccs3)CC2)c(Cl)cc1C=O
9458,CARBONYL,COc1ccc(C(=O)c2cc(OC)c(OC)c(OC)c2-c2ccc(OC)cc2)cc1
9459,CARBONYL,CON(C)C(=O)[C@H]1C[C@H]1[C@@](C)(C=O)CCOCc1ccccc1
9460,CARBONYL,CNc1cc(Cl)ncc1C=O
